nombre,tipo,eslora,manga,calado,año,origen,bandera,imo,puertoDestino,urlPuertoDestino,puertoOrigen,urlPuertoOrigen,ETA,ETAPredecido,distancia,tiempo,rumbo,velocidad,caladoActual,estadoNavegacion,ultimaPosicionRecibida,MMSI,signal,GT,DWT,TEU,crudo,grano,fardo,puerto01_nombre,puerto01_llegada,puerto01_salida,puerto01_tiempo,puerto02_nombre,puerto02_llegada,puerto02_salida,puerto02_tiempo,puerto03_nombre,puerto03_llegada,puerto03_salida,puerto03_tiempo,puerto04_nombre,puerto04_llegada,puerto04_salida,puerto04_tiempo,puerto05_nombre,puerto05_llegada,puerto05_salida,puerto05_tiempo
MSC VIVIANA,Container Ship,400,59,,2017,,Liberia,9777216,,,,,,-,,,22.6°,0.0 kn,14.8 m,Moored,"Apr 22, 2023 23:45 UTC",636017882,D5ND7,187587,185503,,-,-,-,"Singapore, Singapore","Apr 21, 08:42",-,-,"Jebel Ali, United Arab Emirates (UAE)","Apr 10, 19:48","Apr 12, 13:11",1d 17h,"Khalifa, United Arab Emirates (UAE)","Apr 7, 19:03","Apr 8, 23:13",1d 4h,"Kulayyah, Saudi Arabia","Mar 31, 16:45","Apr 2, 05:32",1d 12h,"Port Said Anch., Egypt","Mar 26, 21:34","Mar 27, 02:23",4h 48m
COSTA TOSCANA,Passenger (Cruise) Ship,337,42,-,2021,,Italy,9781891,,,,,,,,,229°,16.8 kn,8.8 m,Under way,"Apr 22, 2023 23:14 UTC",247431200,IBIM,186364,13000,-,-,-,-,"Marseille, France","Apr 22, 04:42","Apr 22, 15:21",10h 39m,"Genova, Italy","Apr 21, 04:51","Apr 21, 16:43",11h 51m,"Civitavecchia, Italy","Apr 20, 05:06","Apr 20, 17:31",12h 24m,"Napoli, Italy","Apr 19, 06:51","Apr 19, 18:09",11h 17m,"Cagliari, Italy","Apr 18, 04:07","Apr 18, 14:28",10h 20m
ARVIA,Passenger (Cruise) Ship,344,54,-,2022,-,United Kingdom,9849693,,,,,,-,,,40°,9.8 kn,8.6 m,Under way,"Apr 22, 2023 20:12 UTC",232040520,MKXD8,185581,13000,-,-,-,-,"Valencia, Spain","Apr 21, 04:50","Apr 21, 16:36",11h 45m,"A Coruna, Spain","Apr 18, 05:38","Apr 18, 15:37",9h 59m,"Southampton, United Kingdom (UK)","Apr 16, 04:15","Apr 16, 17:36",13h 20m,"Cadiz, Spain","Apr 13, 03:53","Apr 13, 16:06",12h 12m,"Barcelona, Spain","Apr 11, 04:54","Apr 11, 16:48",11h 54m
COSTA SMERALDA,Passenger (Cruise) Ship,337,42,-,2019,,Italy,9781889,,,,,,,,,242.5°,16.8 kn,8.3 m,Under way,"Apr 22, 2023 23:48 UTC",247391900,IBCA,185010,12500,-,-,-,-,"Savona, Italy","Apr 22, 05:31","Apr 22, 17:08",11h 37m,"Civitavecchia, Italy","Apr 21, 05:17","Apr 21, 17:28",12h 10m,"Palermo, Italy","Apr 20, 04:51","Apr 20, 14:43",9h 51m,"Palma de Mallorca, Spain","Apr 18, 05:19","Apr 18, 16:01",10h 41m,"Barcelona, Spain","Apr 17, 05:38","Apr 17, 17:10",11h 31m
IONA,Passenger (Cruise) Ship,344,42,-,2020,,United Kingdom,9826548,,,,,,,,,48.5°,20.2 kn,8.8 m,Under way,"Apr 22, 2023 23:49 UTC",232025845,MGPC4,184089,16887,-,-,-,-,"Southampton, United Kingdom (UK)","Apr 22, 05:14","Apr 22, 17:32",12h 17m,"Haugesund, Norway","Apr 20, 05:43","Apr 20, 15:32",9h 48m,"Alesund, Norway","Apr 19, 04:27","Apr 19, 16:24",11h 57m,"Stavanger, Norway","Apr 17, 05:15","Apr 17, 15:19",10h 3m,"Southampton, United Kingdom (UK)","Apr 15, 05:02","Apr 15, 18:56",13h 54m
AIDANOVA,Passenger (Cruise) Ship,337,42,-,2018,,Italy,9781865,,,,,,,,,70.1°,17.4 kn,8.5 m,Under way,"Apr 22, 2023 23:50 UTC",247389200,IBUK,183858,17986,-,-,-,-,"A Coruna, Spain","Apr 21, 04:49","Apr 21, 16:41",11h 51m,"Lisboa, Portugal","Apr 19, 04:13","Apr 19, 20:10",15h 56m,"Funchal, Madeira, Portugal","Apr 16, 17:25","Apr 17, 16:00",22h 34m,"Las Palmas, Spain","Apr 15, 03:35","Apr 15, 21:17",17h 42m,"Arrecife, Spain","Apr 14, 05:57","Apr 14, 18:05",12h 7m
AIDACOSMA,Passenger (Cruise) Ship,337,42,-,2021,,Italy,9781877,,,,,,,,,331.4°,19.1 kn,8.6 m,Under way,"Apr 22, 2023 23:46 UTC",247435300,IBSZ,183774,16450,-,-,-,-,"Salalah, Oman","Apr 20, 02:35","Apr 20, 19:36",17h 1m,"Muscat, Oman","Apr 18, 02:04","Apr 18, 13:13",11h 8m,"Abu Dhabi, United Arab Emirates (UAE)","Apr 15, 14:40","Apr 16, 17:22",1d 2h,"JUMEIRAH CRUISE PORT, United Arab Emirates (UAE)","Apr 13, 09:53","Apr 15, 08:35",1d 22h,"Muscat, Oman","Apr 12, 02:06","Apr 12, 13:10",11h 4m
CARNIVAL CELEBRATION,Passenger (Cruise) Ship,345,42,-,2022,-,Bahamas,9837456,,,,,,,,,48.8°,11.8 kn,8.5 m,Under way,"Apr 22, 2023 23:22 UTC",311001223,C6GE4,183521,16929,-,-,-,-,"Roatan, Honduras","Apr 20, 11:26","Apr 20, 21:41",10h 14m,"Costa Maya, Mexico","Apr 19, 12:31","Apr 19, 16:00",3h 29m,"Cozumel, Mexico","Apr 18, 11:25","Apr 18, 21:27",10h 2m,"Miami, United States (USA)","Apr 16, 09:00","Apr 16, 20:37",11h 37m,"Saint Thomas, US Virgin Islands","Apr 13, 10:33","Apr 13, 20:14",9h 41m
MARDI GRAS,Passenger (Cruise) Ship,337,42,-,2020,,Bahamas,9837444,,,,,,,,,112.1°,10.1 kn,8.8 m,Under way,"Apr 22, 2023 23:09 UTC",311001049,C6FA2,181808,17000,-,-,-,-,"Grand Turk Island, Turks & Caicos Isl","Apr 20, 10:03","Apr 20, 18:40",8h 37m,"San Juan, Puerto Rico","Apr 18, 09:59","Apr 18, 20:26",10h 27m,"Cape Canaveral, United States (USA)","Apr 15, 09:30","Apr 15, 20:28",10h 58m,"Grand Turk Island, Turks & Caicos Isl","Apr 13, 11:51","Apr 13, 18:53",7h 2m,"Nassau, Bahamas","Apr 10, 09:57","Apr 10, 20:37",10h 40m
MSC GRANDIOSA,Passenger (Cruise) Ship,331,43,,2019,,Malta,9803613,,,,,,,,,320.7°,21.8 kn,8.7 m,Under way,"Apr 22, 2023 23:49 UTC",215325000,9HA5063,181541,13610,-,-,-,-,"Napoli, Italy","Apr 22, 03:36","Apr 22, 12:19",8h 43m,"Palermo, Italy","Apr 21, 05:04","Apr 21, 16:16",11h 12m,"Tunis, Tunisia","Apr 20, 05:46","Apr 20, 16:57",11h 10m,"Barcelona, Spain","Apr 18, 04:24","Apr 18, 16:57",12h 32m,"Marseille, France","Apr 17, 05:04","Apr 17, 15:59",10h 55m
MSC VIRTUOSA,Passenger (Cruise) Ship,315,43,,2021,,Malta,9803625,,,,,,,,,221.6°,20.8 kn,8.3 m,Under way,"Apr 22, 2023 23:50 UTC",215610000,9HA5209,181541,19610,-,-,-,-,"Rotterdam Centrum, Netherlands","Apr 22, 07:08","Apr 22, 18:20",11h 12m,"Southampton, United Kingdom (UK)","Apr 21, 04:58","Apr 21, 15:36",10h 38m,"Zeebrugge, Belgium","Apr 20, 06:22","Apr 20, 17:13",10h 50m,"Cherbourg, France","Apr 19, 06:06","Apr 19, 18:09",12h 2m,"Zeebrugge, Belgium","Apr 18, 04:15","Apr 18, 16:26",12h 11m
CMA CGM ZHENG HE,Container Ship,399,54,,2015,,Malta,9706906,,,,,,-,,,332°,18.1 kn,16.0 m,Under way,"Apr 22, 2023 11:54 UTC",215199000,9HA5009,179922,185199,,-,-,-,"Singapore, Singapore","Apr 11, 08:00","Apr 12, 07:56",23h 56m,"Yantian, China","Apr 5, 18:13","Apr 6, 17:11",22h 57m,"Hongqiao, China","Mar 31, 16:27","Apr 2, 04:30",1d 12h,"Ningbo, China","Mar 28, 02:48","Mar 30, 01:46",1d 22h,"Busan New Port, Korea","Mar 23, 13:31","Mar 25, 02:45",1d 13h
CMA CGM BENJAMIN FRANKLIN,Container Ship,399,54,,2015,,Malta,9706891,,,,,,,,,240.5°,12.1 kn,11.8 m,Under way,"Apr 22, 2023 13:16 UTC",215195000,9HA5008,179922,185070,,-,-,-,"Le Havre, France","Apr 20, 05:19","Apr 21, 20:45",1d 15h,"Le Havre Anch., France","Apr 17, 18:32","Apr 20, 03:55",2d 9h,"Antwerpen, Belgium","Apr 15, 08:00","Apr 16, 23:01",1d 15h,"Antwerpen Anch., Belgium","Apr 13, 20:48","Apr 15, 02:53",1d 6h,"Southampton, United Kingdom (UK)","Apr 11, 01:47","Apr 13, 08:48",2d 7h
CMA CGM VASCO DE GAMA,Container Ship,399,54,,2015,,Malta,9706889,,,,,,-,,,332.7°,19.4 kn,16.4 m,Under way,"Apr 22, 2023 23:47 UTC",215173000,9HA4993,179922,184700,,-,-,-,"Singapore, Singapore","Apr 13, 04:29","Apr 14, 05:59",1d 1h,"Gemalink, Vietnam","Apr 9, 23:15","Apr 10, 09:23",10h 8m,"Yantian, China","Apr 6, 06:20","Apr 7, 04:14",21h 54m,"Ningbo, China","Apr 1, 10:01","Apr 3, 02:12",1d 16h,"Hongqiao, China","Mar 29, 20:22","Mar 31, 08:04",1d 11h
CMA CGM GEORG FORSTER,Container Ship,398,54,,2015,,Malta,9702144,,,,,,,,,187.8°,14.0 kn,14.7 m,-,"Apr 21, 2023 12:16 UTC",215221000,9HA5019,177381,186529,,-,-,-,"Yantian, China","Apr 20, 03:49","Apr 21, 01:35",21h 45m,"Ningbo, China","Apr 16, 00:44","Apr 18, 03:13",2d 2h,"Hongqiao, China","Apr 14, 10:50","Apr 15, 13:25",1d 2h,"Qingdao, China","Apr 11, 21:19","Apr 13, 04:26",1d 7h,"Ningbo, China","Apr 8, 00:18","Apr 9, 06:00",1d 5h
CMA CGM KERGUELEN,Container Ship,398,54,,2015,,Malta,9702132,,,,,,,,,115.1°,16.2 kn,13.2 m,-,"Apr 19, 2023 20:40 UTC",215207000,9HA5014,177381,186745,,-,-,-,"Jeddah, Saudi Arabia","Apr 17, 15:03","Apr 18, 05:59",14h 55m,"Port Said Anch., Egypt","Apr 13, 16:06","Apr 14, 02:04",9h 57m,"Le Havre, France","Apr 1, 05:00","Apr 2, 20:49",1d 15h,"Le Havre Anch., France","Mar 28, 14:16","Mar 30, 14:24",2d,"Antwerpen, Belgium","Mar 24, 19:51","Mar 27, 12:52",2d 17h
CMA CGM BOUGAINVILLE,Container Ship,398,54,,2015,,Malta,9702156,,,,,,-,,,85.3°,17.8 kn,13.5 m,Under way,"Apr 22, 2023 19:35 UTC",215857000,9HA5334,177381,186528,,-,-,-,"Tanger Med, Morocco","Apr 20, 01:44","Apr 21, 08:43",1d 6h,"Tanger Med Anch., Morocco","Apr 19, 23:41","Apr 20, 00:58",1h 17m,"Dunkerque, France","Apr 13, 09:33","Apr 13, 22:43",13h 10m,"Antwerpen, Belgium","Apr 9, 10:06","Apr 10, 22:13",1d 12h,"Antwerpen Anch., Belgium","Apr 7, 03:44","Apr 9, 04:34",2d
MSC EURIBIA,Passenger (Cruise) Ship,332,52,-,2023,-,Malta,9901544,,,,,,,,,289.1°,9.1 kn,9.0 m,Under way,"Apr 22, 2023 23:51 UTC",256281000,9HA5782,177000,13400,-,-,-,-,"La Pallice, France","Apr 20, 04:10","Apr 20, 19:17",15h 7m,,,,,,,,,,,,,,,,
CMA CGM ALEXANDER VON HUMBOLDT,Container Ship,396,54,,2013,,Malta,9454448,,,,,,-,,,1.4°,0.0 kn,12.1 m,Moored,"Apr 22, 2023 23:51 UTC",215219000,9HA5017,176546,186470,,-,-,-,"Gemalink, Vietnam","Apr 22, 15:06",-,-,"Laem Chabang, Thailand","Apr 19, 09:28","Apr 20, 11:42",1d 2h,"Singapore, Singapore","Apr 16, 05:00","Apr 17, 07:09",1d 2h,"Port Klang, Malaysia","Apr 13, 04:52","Apr 15, 06:22",2d 1h,"Port Klang Anch., Malaysia","Apr 11, 00:00","Apr 13, 04:41",2d 4h
CMA CGM MARCO POLO,Container Ship,396,54,,2012,,Bahamas,9454436,,,,,,,,,301.4°,8.3 kn,14.9 m,-,"Apr 17, 2023 08:30 UTC",311000923,C6EK8,176546,187625,,-,-,-,"Port Klang, Malaysia","Apr 15, 21:00","Apr 16, 23:14",1d 2h,"Singapore, Singapore","Apr 14, 02:50","Apr 15, 07:33",1d 4h,"Gemalink, Vietnam","Apr 11, 16:27","Apr 12, 10:10",17h 43m,"Yantian, China","Apr 8, 11:44","Apr 8, 23:51",12h 6m,"Shenzhen, China","Apr 7, 10:32","Apr 7, 23:05",12h 32m
MSC HAMBURG,Container Ship,399,54,,2015,,Panama,9647461,,,,,,,,,110.4°,15.6 kn,13.3 m,-,"Apr 22, 2023 09:46 UTC",374886000,3FYY8,176490,186682,,-,-,-,"Jebel Ali, United Arab Emirates (UAE)","Apr 19, 19:33","Apr 21, 16:18",1d 20h,"Khalifa, United Arab Emirates (UAE)","Apr 18, 11:26","Apr 19, 12:58",1d 1h,"Kulayyah, Saudi Arabia","Apr 11, 05:50","Apr 12, 03:39",21h 48m,"Port Said East, Egypt","Apr 5, 21:37","Apr 7, 05:43",1d 8h,"Port Said Anch., Egypt","Apr 5, 10:48","Apr 5, 20:18",9h 30m
MSC VENICE,Container Ship,399,54,,2016,,Liberia,9647473,,,,,,,,,224.1°,7.5 kn,11.0 m,Under way,"Apr 22, 2023 23:51 UTC",636017408,D5KU2,176490,186650,,-,-,-,"Rotterdam Maasvlakte, Netherlands","Apr 20, 21:13","Apr 22, 15:12",1d 17h,"Felixstowe, United Kingdom (UK)","Apr 16, 00:57","Apr 20, 00:42",3d 23h,"Sunk Deep Water Anch., United Kingdom (UK)","Apr 15, 03:19","Apr 15, 21:27",18h 7m,"As Suways (Suez) Anch., Egypt","Apr 5, 18:49","Apr 6, 05:23",10h 34m,"Tanjung Pelepas, Malaysia","Mar 24, 05:42","Mar 25, 10:54",1d 5h
MSC LONDON,Container Ship,399,54,,2014,,Panama,9606302,,,,,,-,,,236.4°,0.6 kn,13.6 m,Under way,"Apr 22, 2023 23:52 UTC",352853000,3FIL2,176490,186650,,-,-,-,"Port Said Anch., Egypt","Apr 22, 17:47",-,-,"Algeciras, Spain","Apr 16, 17:02","Apr 18, 01:02",1d 7h,"Rotterdam Maasvlakte, Netherlands","Apr 12, 00:40","Apr 12, 23:44",23h 4m,"Rotterdam Maasvlakte, Netherlands","Apr 11, 22:07","Apr 11, 23:37",1h 30m,"Rotterdam Maasvlakte, Netherlands","Apr 10, 17:36","Apr 11, 21:01",1d 3h
MSC AMSTERDAM,Container Ship,399,54,,2015,,Panama,9606338,,,,,,,,,209.3°,9.8 kn,15.5 m,Under way,"Apr 22, 2023 23:51 UTC",373598000,3EUJ,176490,186541,,-,-,-,"Tanjung Pelepas, Malaysia","Apr 21, 12:41","Apr 22, 23:22",1d 10h,"Yantian, China","Apr 15, 07:08","Apr 16, 02:10",19h 1m,"Ningbo, China","Apr 11, 21:28","Apr 13, 11:51",1d 14h,"Zhoushan Anch., China","Apr 11, 07:41","Apr 11, 20:23",12h 42m,"Ningbo, China",-,"Feb 22, 16:32",-
MSC ISTANBUL,Container Ship,399,54,,2015,,Liberia,9606326,,,,,,,,,20.8°,15.2 kn,10.7 m,-,"Apr 22, 2023 06:02 UTC",636017537,D5LL2,176490,186650,,-,-,-,"Singapore, Singapore","Apr 16, 11:05","Apr 18, 17:54",2d 6h,"Port Said Anch., Egypt","Apr 3, 20:22","Apr 4, 03:42",7h 20m,"Algeciras, Spain","Mar 29, 04:43","Mar 30, 02:57",22h 14m,"Felixstowe, United Kingdom (UK)","Mar 20, 23:19","Mar 25, 12:02",4d 12h,"Antwerpen, Belgium","Mar 17, 10:32","Mar 20, 10:37",3d
MSC NEW YORK,Container Ship,399,54,,2014,,Panama,9606314,,,,,,,,,305.2°,18.8 kn,14.9 m,-,"Apr 19, 2023 04:41 UTC",352952000,HOFP,176490,186766,,-,-,-,"Tanjung Pelepas, Malaysia","Apr 17, 08:11","Apr 18, 14:53",1d 6h,"Ningbo, China","Apr 10, 06:33","Apr 11, 21:19",1d 14h,"Ningbo Anch., China","Apr 5, 04:24","Apr 10, 05:04",5d,"Hongqiao, China","Apr 2, 19:03","Apr 4, 22:59",2d 3h,"Singapore, Singapore","Mar 26, 14:22","Mar 27, 17:44",1d 3h
CMA CGM JULES VERNE,Container Ship,396,54,,2013,,Malta,9454450,,,,,,-,,,313.9°,0.0 kn,13.5 m,Moored,"Apr 22, 2023 23:50 UTC",229190000,9HA5460,176435,186470,,-,-,-,"Malta Freeport, Malta","Apr 21, 20:56",-,-,"Genova, Italy","Apr 18, 15:57","Apr 20, 05:51",1d 13h,"Fos sur mer, France","Apr 12, 08:14","Apr 18, 02:09",5d 17h,"Barcelona, Spain","Apr 10, 01:32","Apr 11, 01:37",1d,"Valencia, Spain","Apr 7, 10:55","Apr 9, 03:55",1d 16h
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOKM SHANGHAI,Bulk Carrier,340,62,-,2021,-,Liberia,9851256,,,,,,-,,,273.4°,0.0 kn,21.4 m,Moored,"Apr 22, 2023 23:52 UTC",636020785,5LAS2,173756,324946,-,-,-,-,"Rotterdam Maasvlakte, Netherlands","Apr 21, 13:02",-,-,"Itaqui Anch., Brazil","Apr 3, 18:54","Apr 4, 02:40",7h 45m,"Ponta da Madeira, Brazil","Mar 31, 13:24","Apr 3, 15:57",3d 2h,"Itaqui Anch., Brazil","Mar 21, 15:10","Mar 31, 11:04",9d 19h,"Itaqui Anch., Brazil","Mar 3, 23:32","Mar 21, 13:49",17d 14h
K. IRON MOUNTAIN,Bulk Carrier,340,62,,2020,,Panama,9850111,,,,,,-,,,32.1°,5.9 kn,21.6 m,-,"Apr 16, 2023 21:07 UTC",354488000,3EAK7,173756,324966,-,-,-,-,"Ponta da Madeira, Brazil","Apr 14, 03:25","Apr 16, 18:39",2d 15h,"Itaqui Anch., Brazil","Apr 12, 18:19","Apr 14, 02:01",1d 7h,"Itaqui Anch., Brazil","Mar 27, 18:06","Apr 12, 12:43",15d 18h,"Itaqui Anch., Brazil","Mar 11, 19:24","Mar 27, 13:18",15d 17h,,,,
GRAND WISDOM,Bulk Carrier,340,62,,2020,,Singapore,9850343,,,,,,,,,294.7°,15.3 kn,11.3 m,-,"Apr 17, 2023 19:55 UTC",563118700,9V6605,173721,324963,-,-,-,-,"Singapore Anch. 4, Singapore","Mar 30, 06:38","Mar 31, 08:42",1d 2h,"Teluk Rubiah, Malaysia","Mar 24, 06:23","Mar 29, 05:47",4d 23h,"Teluk Rubiah Anch., Malaysia","Mar 16, 08:14","Mar 24, 06:09",7d 21h,,,,,,,,
BOKM QINGDAO,Bulk Carrier,339,62,-,2021,-,Liberia,9908580,,,,,,-,,,198.4°,13.6 kn,12.0 m,Under way,"Apr 22, 2023 22:23 UTC",636021240,5LCY8,173712,324954,-,-,-,-,"Rotterdam Maasvlakte, Netherlands","Apr 4, 23:55","Apr 14, 05:13",9d 5h,"Ponta da Madeira, Brazil","Mar 12, 19:58","Mar 16, 11:32",3d 15h,"Itaqui Anch., Brazil","Mar 4, 07:59","Mar 12, 18:22",8d 10h,,,,,,,,
SEA SHANGHAI,Bulk Carrier,340,62,,2020,,Panama,9844095,,,,,,-,,,155.4°,0.1 kn,13.8 m,-,"Apr 16, 2023 03:51 UTC",373988000,HOEL,173504,324272,-,-,-,-,"Ilha Guaiba Terminal Anch., Brazil","Feb 24, 11:45","Feb 25, 01:13",13h 27m,,,,,,,,,,,,,,,,
SAO NEPTUNE,Bulk Carrier,340,62,,2020,,Marshall Islands,9840453,,,,,,,,,78.6°,8.7 kn,21.7 m,-,"Apr 16, 2023 16:03 UTC",538008868,V7A2853,172521,324690,-,-,-,-,"Tubarao, Brazil","Apr 2, 13:18","Apr 4, 08:51",1d 19h,"Vitoria Anch., Brazil","Mar 23, 17:43","Apr 2, 10:50",9d 17h,,,,,,,,,,,,
SAO GRACE,Bulk Carrier,340,62,,2019,,Marshall Islands,9824033,,,,,,-,,,292.1°,11.5 kn,11.6 m,-,"Apr 6, 2023 05:18 UTC",538008386,V7A2302,172521,324690,-,-,-,-,"Singapore Anch. 4, Singapore","Mar 13, 21:34","Mar 15, 16:28",1d 18h,"Lianyungang, China","Mar 2, 00:05","Mar 3, 22:59",1d 22h,"Tianjin Xingang, China","Feb 23, 19:48","Feb 27, 20:14",4d,,,,,,,,
SAO INDIGO,Bulk Carrier,340,62,,2019,,Marshall Islands,9824057,,,,,,-,,,110.3°,0.0 kn,11.4 m,Moored,"Apr 22, 2023 23:45 UTC",538008388,V7A2304,172521,324690,-,-,-,-,"Ponta da Madeira, Brazil","Apr 21, 05:50",-,-,"Itaqui Anch., Brazil","Apr 14, 22:05","Apr 21, 00:31",6d 2h,"Itaqui Anch., Brazil","Mar 25, 14:52","Apr 14, 11:36",19d 20h,,,,,,,,
SM GEMINI1,Bulk Carrier,340,62,,2020,,Panama,9841586,,,,,,-,,,32.7°,5.2 kn,21.0 m,-,"Apr 3, 2023 23:18 UTC",372700000,3FYA6,172320,324972,-,-,-,-,"Ponta da Madeira, Brazil","Mar 30, 15:55","Apr 3, 20:10",4d 4h,"Itaqui Anch., Brazil","Feb 24, 10:57","Mar 30, 14:45",34d 3h,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROF JOHN EVANS ATTA MILLS,Offshore Support Vessel,340,56,,1997,,Bahamas,9113977,,,,,,-,,,83.2°,1.2 kn,11.5 m,-,"Aug 6, 2021 20:59 UTC",311000254,C6BG3,171650,300955,-,,-,-,,,,,,,,,,,,,,,,,,,,
MSC MERAVIGLIA,Passenger (Cruise) Ship,316,43,,2017,,Malta,9760512,,,,,,-,,,182.8°,18.1 kn,8.6 m,Under way,"Apr 22, 2023 23:52 UTC",249973000,9HA4455,171598,12200,-,-,-,-,"New York, United States (USA)","Apr 20, 09:58","Apr 22, 19:56",2d 9h,"Willemstad, Curacao","Apr 15, 10:18","Apr 15, 23:56",13h 38m,"Oranjestad, Aruba","Apr 14, 10:24","Apr 14, 23:00",12h 36m,"Ocho Rios, Jamaica","Apr 12, 14:52","Apr 12, 23:42",8h 49m,"Nassau, Bahamas","Apr 10, 15:05","Apr 10, 23:43",8h 37m
MSC BELLISSIMA,Passenger (Cruise) Ship,316,43,,2019,,Malta,9760524,,,,,,-,,,57.5°,15.1 kn,8.4 m,-,"Apr 17, 2023 13:52 UTC",248992000,9HA4902,171598,12200,-,-,-,-,"Singapore, Singapore","Apr 16, 01:35","Apr 17, 10:34",1d 8h,"Port Said Anch., Egypt","Apr 1, 14:36","Apr 2, 02:03",11h 27m,"Genova, Italy","Mar 27, 04:08","Mar 27, 15:41",11h 33m,"Marseille, France","Mar 26, 06:05","Mar 26, 15:44",9h 39m,"Barcelona, Spain","Mar 25, 05:52","Mar 25, 17:38",11h 45m
ESTELLE MAERSK,Container Ship,398,56,,2006,,Denmark,9321495,,,,,,,,,30°,19.7 kn,13.9 m,Under way,"Apr 22, 2023 18:06 UTC",220478000,OVXO2,171542,174239,,-,-,-,"Tanger Med, Morocco","Apr 20, 00:33","Apr 21, 04:43",1d 4h,"As Suways (Suez) Anch., Egypt","Apr 14, 19:50","Apr 15, 04:32",8h 41m,"Colombo, Sri Lanka","Apr 6, 01:30","Apr 6, 17:20",15h 49m,"Colombo Anch., Sri Lanka","Apr 5, 19:40","Apr 6, 01:25",5h 45m,"Colombo Anch., Sri Lanka","Apr 5, 15:33","Apr 5, 17:46",2h 13m
ELEONORA MAERSK,Container Ship,399,56,,2007,,Denmark,9321500,,,,,,,,,354.4°,13.4 kn,14.3 m,Under way,"Apr 22, 2023 23:54 UTC",220477000,OVXP2,171542,174239,,-,-,-,"Xiamen, China","Apr 20, 05:40","Apr 21, 22:07",1d 16h,"Hongqiao, China","Apr 17, 04:13","Apr 18, 16:57",1d 12h,"Jebel Ali, United Arab Emirates (UAE)","Mar 31, 16:58","Apr 2, 20:29",2d 3h,"Jebel Ali Anch., United Arab Emirates (UAE)","Mar 30, 07:56","Mar 31, 14:36",1d 6h,"Khalifa, United Arab Emirates (UAE)","Mar 28, 16:32","Mar 30, 04:54",1d 12h
ELLY MAERSK,Container Ship,399,56,,2007,,Denmark,9321536,,,,,,,,,281.5°,17.3 kn,17.2 m,-,"Apr 20, 2023 13:03 UTC",220499000,OXHY2,171542,174239,,-,-,-,"Tanjung Pelepas, Malaysia","Apr 15, 01:19","Apr 16, 00:05",22h 45m,"Tanjung Pelepas Anch., Malaysia","Apr 14, 23:05","Apr 15, 00:49",1h 44m,"Yantian, China","Apr 9, 10:05","Apr 10, 02:05",15h 59m,"Nansha, China","Apr 8, 01:04","Apr 8, 18:01",16h 57m,"Hongqiao, China","Apr 5, 03:42","Apr 5, 20:45",17h 2m
EMMA MAERSK,Container Ship,398,56,,2006,,Denmark,9321483,,,,,,,,,108°,16.9 kn,16.1 m,Under way,"Apr 22, 2023 21:19 UTC",220417000,OYGR2,171542,174239,,-,-,-,"Tanger Med, Morocco","Apr 19, 11:49","Apr 19, 20:51",9h 2m,"Le Havre, France","Apr 15, 09:41","Apr 16, 19:53",1d 10h,"Le Havre Anch., France","Apr 15, 07:09","Apr 15, 08:39",1h 30m,"Thames, United Kingdom (UK)","Apr 12, 18:38","Apr 14, 03:23",1d 8h,"Rotterdam Maasvlakte, Netherlands","Apr 10, 13:41","Apr 11, 09:02",19h 20m
EBBA MAERSK,Container Ship,398,56,,2007,,Denmark,9321524,,,,,,-,,,315°,0.0 kn,8.3 m,Moored,"Apr 22, 2023 22:55 UTC",220497000,OXHW2,171542,174239,,-,-,-,"Daqianmen Island, China","Apr 5, 10:04","Apr 12, 23:37",7d 13h,"Daqianmen Island, China","Apr 3, 06:48","Apr 5, 06:37",1d 23h,CNXMN,"Mar 30, 04:38","Apr 1, 11:22",2d 6h,"Jebel Ali, United Arab Emirates (UAE)","Mar 16, 07:29","Mar 18, 11:06",2d 3h,"Jebel Ali Anch., United Arab Emirates (UAE)","Mar 16, 01:53","Mar 16, 06:24",4h 31m
EDITH MAERSK,Container Ship,398,56,,2007,,Denmark,9321548,,,,,,,,,237°,15.9 kn,14.7 m,Under way,"Apr 22, 2023 23:55 UTC",220501000,OXOR2,171542,174239,,-,,-,"Le Havre, France","Apr 21, 19:22","Apr 22, 12:22",17h,"Antwerpen, Belgium","Apr 19, 02:53","Apr 21, 00:09",1d 21h,"Antwerpen Anch., Belgium","Apr 17, 16:08","Apr 18, 21:07",1d 4h,"Thames, United Kingdom (UK)","Apr 16, 05:10","Apr 17, 07:50",1d 2h,"Hamburg, Germany","Apr 12, 19:42","Apr 14, 23:39",2d 3h
EVELYN MAERSK,Container Ship,398,56,,2007,,Denmark,9321512,,,,,,-,,,142°,0.7 kn,10.7 m,Moored,"Apr 22, 2023 23:55 UTC",220496000,OXHV2,171542,174239,,-,,,"Ningbo, China","Apr 22, 00:47",-,-,"Jebel Ali, United Arab Emirates (UAE)","Apr 7, 12:46","Apr 9, 08:01",1d 19h,"Khalifa, United Arab Emirates (UAE)","Apr 5, 13:40","Apr 6, 22:58",1d 9h,"Salalah, Oman","Apr 1, 15:03","Apr 2, 22:20",1d 7h,"Port Said Anch., Egypt","Mar 27, 19:26","Mar 28, 02:40",7h 13m
